gene_id,gene_name,gene_type,chr,X1kb_up_tss_start,strand,number_of_dbp
ENSG00000187144.11,SPATA21,protein_coding,chr1,16436425,-,0
ENSG00000157191.20,NECAP2,protein_coding,chr1,16439721,+,7
ENSG00000226029.1,LINC01772,lncRNA,chr1,16459948,+,0
ENSG00000261135.1,AL137802.2,lncRNA,chr1,16513645,+,6
ENSG00000285853.1,AL137802.3,lncRNA,chr1,16514034,+,6
ENSG00000224174.2,AL137802.1,lncRNA,chr1,16519694,+,0
ENSG00000233421.4,LINC01783,lncRNA,chr1,16535173,-,0
ENSG00000219481.10,NBPF1,protein_coding,chr1,16612563,-,1
ENSG00000271732.1,AL137798.1,lncRNA,chr1,16616391,+,0
ENSG00000282143.1,AL137798.2,lncRNA,chr1,16655879,+,1
ENSG00000279151.1,AL021920.1,lncRNA,chr1,16700546,+,0
ENSG00000282740.1,AL021920.3,lncRNA,chr1,16749590,-,0
ENSG00000058453.17,CROCC,protein_coding,chr1,16739273,+,0
ENSG00000223643.6,BX284668.1,lncRNA,chr1,16852130,-,0
ENSG00000228549.4,BX284668.2,lncRNA,chr1,16869945,+,0
ENSG00000238142.2,BX284668.5,lncRNA,chr1,16888707,-,0
ENSG00000272426.1,BX284668.6,lncRNA,chr1,16903777,-,1
ENSG00000117122.14,MFAP2,protein_coding,chr1,16979633,-,0
ENSG00000286898.1,AL049569.2,lncRNA,chr1,16975302,+,0
ENSG00000226526.1,AL049569.1,lncRNA,chr1,16977926,+,1
ENSG00000159363.18,ATP13A2,protein_coding,chr1,17010929,-,0
ENSG00000117118.9,SDHB,protein_coding,chr1,17053171,-,2
ENSG00000117115.13,PADI2,protein_coding,chr1,17118452,-,0
ENSG00000204362.6,LINC02783,lncRNA,chr1,17188783,+,0
ENSG00000282843.1,AL590644.1,lncRNA,chr1,17200734,-,0
ENSG00000142623.11,PADI1,protein_coding,chr1,17204128,+,0
ENSG00000142619.4,PADI3,protein_coding,chr1,17248098,+,0
ENSG00000159339.13,PADI4,protein_coding,chr1,17307195,+,0
ENSG00000276747.1,PADI6,protein_coding,chr1,17371196,+,0
ENSG00000227751.1,RCC2-AS1,lncRNA,chr1,17405760,+,0
ENSG00000179051.14,RCC2,protein_coding,chr1,17438678,-,0
ENSG00000074964.17,ARHGEF10L,protein_coding,chr1,17538698,+,1
ENSG00000236648.2,LINC02810,lncRNA,chr1,17716625,+,0
ENSG00000117148.8,ACTL8,protein_coding,chr1,17754333,+,2
ENSG00000284653.1,AL357509.1,lncRNA,chr1,18014712,+,0
ENSG00000261781.1,LINC01654,lncRNA,chr1,18064657,+,0
ENSG00000117154.12,IGSF21,protein_coding,chr1,18106798,+,0
ENSG00000230035.2,IGSF21-AS1,lncRNA,chr1,18178347,-,0
ENSG00000225387.1,AL591896.1,lncRNA,chr1,18384829,+,0
ENSG00000179023.8,KLHDC7A,protein_coding,chr1,18479982,+,5
ENSG00000009709.12,PAX7,protein_coding,chr1,18629846,+,0
ENSG00000179002.5,TAS1R2,protein_coding,chr1,18858683,-,0
ENSG00000159423.17,ALDH4A1,protein_coding,chr1,18901725,-,0
ENSG00000169991.11,IFFO2,protein_coding,chr1,18955677,-,1
ENSG00000272084.1,AL137127.1,lncRNA,chr1,19074512,-,0
ENSG00000127481.15,UBR4,protein_coding,chr1,19209267,-,1
ENSG00000230424.1,EMC1-AS1,lncRNA,chr1,19209501,+,5
ENSG00000127463.15,EMC1,protein_coding,chr1,19250528,-,2
ENSG00000053372.5,MRTO4,protein_coding,chr1,19250805,+,6
ENSG00000162482.5,AKR7A3,protein_coding,chr1,19287771,-,0
ENSG00000053371.12,AKR7A2,protein_coding,chr1,19311147,-,1
ENSG00000040487.13,SLC66A1,protein_coding,chr1,19311326,+,5
ENSG00000077549.18,CAPZB,protein_coding,chr1,19484540,-,2
ENSG00000173436.15,MICOS10,protein_coding,chr1,19483403,+,6
ENSG00000235185.1,AL031727.2,lncRNA,chr1,19595833,-,2
ENSG00000158747.14,NBL1,protein_coding,chr1,19595979,+,5
ENSG00000270136.6,MICOS10-NBL1,protein_coding,chr1,19596067,+,5
ENSG00000158748.4,HTR6,protein_coding,chr1,19663875,+,1
ENSG00000162542.13,TMCO4,protein_coding,chr1,19798946,-,1
ENSG00000178828.7,RNF186,protein_coding,chr1,19814284,-,0
ENSG00000235434.1,AL391883.1,lncRNA,chr1,19813367,+,2
ENSG00000169914.6,OTUD3,protein_coding,chr1,19881395,+,5
ENSG00000188784.4,PLA2G2E,protein_coding,chr1,19922618,-,0
ENSG00000188257.11,PLA2G2A,protein_coding,chr1,19979417,-,0
ENSG00000127472.11,PLA2G5,protein_coding,chr1,20027179,+,0
ENSG00000117215.15,PLA2G2D,protein_coding,chr1,20118567,-,0
ENSG00000158786.4,PLA2G2F,protein_coding,chr1,20138326,+,0
ENSG00000227066.2,Z98257.1,lncRNA,chr1,20153171,+,0
ENSG00000187980.6,PLA2G2C,protein_coding,chr1,20176425,-,0
ENSG00000225986.1,UBXN10-AS1,lncRNA,chr1,20185487,-,0
ENSG00000162543.6,UBXN10,protein_coding,chr1,20185096,+,1
ENSG00000228105.2,LINC01757,lncRNA,chr1,20242095,+,0
ENSG00000284710.1,Z98257.2,lncRNA,chr1,20271018,+,0
ENSG00000158816.15,VWA5B1,protein_coding,chr1,20289919,+,0
ENSG00000226664.1,AL020998.1,lncRNA,chr1,20322188,-,0
ENSG00000236963.7,LINC01141,lncRNA,chr1,20430235,-,1
ENSG00000226487.1,AL139254.1,lncRNA,chr1,20412254,-,0
ENSG00000284641.1,AL139254.2,lncRNA,chr1,20475222,+,6
ENSG00000284743.1,AL139254.3,lncRNA,chr1,20479398,-,1
ENSG00000162545.6,CAMK2N1,protein_coding,chr1,20485211,-,2
ENSG00000090432.7,MUL1,protein_coding,chr1,20507152,-,1
ENSG00000183114.8,FAM43B,protein_coding,chr1,20551573,+,5
ENSG00000158825.6,CDA,protein_coding,chr1,20588086,+,1
ENSG00000158828.8,PINK1,protein_coding,chr1,20632458,+,4
ENSG00000117242.7,PINK1-AS,lncRNA,chr1,20651194,-,0
ENSG00000244038.9,DDOST,protein_coding,chr1,20660545,-,2
ENSG00000117245.12,KIF17,protein_coding,chr1,20717018,-,0
ENSG00000189410.12,SH2D5,protein_coding,chr1,20731838,-,1
ENSG00000233069.1,AL663074.1,lncRNA,chr1,20731880,+,5
ENSG00000127483.18,HP1BP3,protein_coding,chr1,20786324,-,1
ENSG00000075151.20,EIF4G3,protein_coding,chr1,21175889,-,0
ENSG00000287192.1,AL031005.2,lncRNA,chr1,21176054,+,2
ENSG00000117298.16,ECE1,protein_coding,chr1,21344573,-,0
ENSG00000236936.1,AL031005.1,lncRNA,chr1,21265082,+,1
ENSG00000231105.2,AL031728.1,lncRNA,chr1,21292290,+,0
ENSG00000236009.1,AL592309.2,lncRNA,chr1,21414898,+,0
ENSG00000142794.18,NBPF3,protein_coding,chr1,21439128,+,2
ENSG00000162551.14,ALPL,protein_coding,chr1,21508397,+,2
ENSG00000233431.1,LINC02596,lncRNA,chr1,21585472,+,2
ENSG00000076864.19,RAP1GAP,protein_coding,chr1,21668364,-,1
ENSG00000090686.16,USP48,protein_coding,chr1,21782607,-,2
ENSG00000187942.12,LDLRAD2,protein_coding,chr1,21811265,+,1
ENSG00000142798.20,HSPG2,protein_coding,chr1,21936311,-,0
ENSG00000219073.8,CELA3B,protein_coding,chr1,21976022,+,2
ENSG00000285959.1,AL590556.3,lncRNA,chr1,21982606,+,1
ENSG00000142789.20,CELA3A,protein_coding,chr1,22000657,+,1
ENSG00000228397.3,LINC01635,lncRNA,chr1,22025049,-,2
ENSG00000218510.8,LINC00339,lncRNA,chr1,22023558,+,7
ENSG00000070831.17,CDC42,protein_coding,chr1,22024511,+,6
ENSG00000285752.1,CDC42-AS1,lncRNA,chr1,22051928,-,2
ENSG00000230068.2,CDC42-IT1,lncRNA,chr1,22058197,+,0
ENSG00000162552.15,WNT4,protein_coding,chr1,22142970,-,0
ENSG00000285873.1,AL445253.1,lncRNA,chr1,22141850,+,1
ENSG00000184677.18,ZBTB40,protein_coding,chr1,22427838,+,2
ENSG00000237200.1,ZBTB40-IT1,lncRNA,chr1,22516474,+,0
ENSG00000070886.12,EPHA8,protein_coding,chr1,22562489,+,0
ENSG00000173372.17,C1QA,protein_coding,chr1,22635628,+,1
ENSG00000159189.12,C1QC,protein_coding,chr1,22642633,+,2
ENSG00000173369.16,C1QB,protein_coding,chr1,22651762,+,0
ENSG00000133216.16,EPHB2,protein_coding,chr1,22709839,+,0
ENSG00000225952.1,AL512444.1,lncRNA,chr1,22835850,-,0
ENSG00000215906.8,LACTBL1,protein_coding,chr1,22964339,-,1
ENSG00000227868.6,TEX46,protein_coding,chr1,23014853,-,0
ENSG00000004487.16,KDM1A,protein_coding,chr1,23018443,+,6
ENSG00000240553.1,AL031428.1,lncRNA,chr1,23087059,-,0
ENSG00000169641.13,LUZP1,protein_coding,chr1,23176809,-,0
ENSG00000179546.4,HTR1D,protein_coding,chr1,23193730,-,0
ENSG00000261326.4,LINC01355,lncRNA,chr1,23286489,-,0
ENSG00000284726.1,AL109936.6,lncRNA,chr1,23296797,+,0
ENSG00000125944.20,HNRNPR,protein_coding,chr1,23343337,-,0
ENSG00000125945.15,ZNF436,protein_coding,chr1,23368837,-,0
ENSG00000249087.7,ZNF436-AS1,lncRNA,chr1,23367997,+,0
ENSG00000271420.1,AL109936.2,lncRNA,chr1,23378030,-,0
ENSG00000204219.11,TCEA3,protein_coding,chr1,23423749,-,0
ENSG00000088280.19,ASAP3,protein_coding,chr1,23483569,-,0
ENSG00000007968.7,E2F2,protein_coding,chr1,23530234,-,0
ENSG00000235052.1,AL021154.1,lncRNA,chr1,23549916,-,0
ENSG00000117318.9,ID3,protein_coding,chr1,23558502,-,0
ENSG00000285802.1,AL450043.1,lncRNA,chr1,23592622,-,0
ENSG00000197880.8,MDS2,lncRNA,chr1,23580495,+,1
ENSG00000142676.14,RPL11,protein_coding,chr1,23690742,+,5
ENSG00000236810.6,ELOA-AS1,lncRNA,chr1,23777297,-,0
ENSG00000011007.12,ELOA,protein_coding,chr1,23742155,+,6
ENSG00000057757.10,PITHD1,protein_coding,chr1,23777418,+,4
ENSG00000011009.11,LYPLA2,protein_coding,chr1,23790145,+,5
ENSG00000117308.15,GALE,protein_coding,chr1,23799782,-,2
ENSG00000117305.15,HMGCL,protein_coding,chr1,23837621,-,0
ENSG00000179163.11,FUCA1,protein_coding,chr1,23867295,-,2
ENSG00000188822.8,CNR2,protein_coding,chr1,23912363,-,0
ENSG00000232557.3,AL590609.3,lncRNA,chr1,23906111,+,0
ENSG00000189266.13,PNRC2,protein_coding,chr1,23955839,+,0
ENSG00000188529.15,SRSF10,protein_coding,chr1,23979928,-,2
ENSG00000225315.2,AL591178.1,lncRNA,chr1,24039835,+,1
ENSG00000142661.19,MYOM3,protein_coding,chr1,24111136,-,1
ENSG00000230703.1,AL591178.2,lncRNA,chr1,24065774,+,0
ENSG00000142677.4,IL22RA1,protein_coding,chr1,24142141,-,0
ENSG00000185436.12,IFNLR1,protein_coding,chr1,24186960,-,0
ENSG00000230023.2,LINC02800,lncRNA,chr1,24199240,+,2
ENSG00000232298.2,AL138902.1,lncRNA,chr1,24320902,-,0
ENSG00000158055.15,GRHL3,protein_coding,chr1,24318322,+,0
ENSG00000001460.18,STPG1,protein_coding,chr1,24415935,-,2
ENSG00000001461.17,NIPAL3,protein_coding,chr1,24414802,+,7
ENSG00000286061.1,RCAN3AS,lncRNA,chr1,24534401,-,0
ENSG00000117602.12,RCAN3,protein_coding,chr1,24501351,+,4
ENSG00000264443.1,NCMAP-DT,lncRNA,chr1,24555025,-,0
ENSG00000184454.7,NCMAP,protein_coding,chr1,24555087,+,2
ENSG00000133226.17,SRRM1,protein_coding,chr1,24630716,+,0
ENSG00000284699.1,AL445648.1,lncRNA,chr1,24703894,+,3
ENSG00000169504.15,CLIC4,protein_coding,chr1,24744382,+,5
ENSG00000020633.18,RUNX3,protein_coding,chr1,24964122,-,0
ENSG00000229162.1,AL445471.1,lncRNA,chr1,24960345,+,1
ENSG00000261025.1,AL445471.2,lncRNA,chr1,24969866,-,0
ENSG00000285823.1,LINC02793,lncRNA,chr1,25040136,+,1
ENSG00000233755.1,AL050344.1,lncRNA,chr1,25112121,-,0
ENSG00000231953.2,AL031432.1,lncRNA,chr1,25207139,+,1
ENSG00000117614.10,SYF2,protein_coding,chr1,25231503,-,1
ENSG00000284602.1,AL031432.4,lncRNA,chr1,25231586,+,4
ENSG00000284657.1,AL031432.5,lncRNA,chr1,25238494,+,4
ENSG00000117616.18,RSRP1,protein_coding,chr1,25337214,-,1
ENSG00000272432.1,AL031432.3,lncRNA,chr1,25246837,+,5
ENSG00000187010.21,RHD,protein_coding,chr1,25271393,+,0
ENSG00000183726.11,TMEM50A,protein_coding,chr1,25337317,+,3
ENSG00000188672.18,RHCE,protein_coding,chr1,25429193,-,2
ENSG00000204178.11,MACO1,protein_coding,chr1,25429858,+,7
ENSG00000157978.11,LDLRAP1,protein_coding,chr1,25542580,+,2
ENSG00000225643.1,AL606491.1,lncRNA,chr1,25580478,+,0
ENSG00000117643.14,MAN1C1,protein_coding,chr1,25616468,+,2
ENSG00000233478.1,AL031280.1,lncRNA,chr1,25658112,-,0
ENSG00000162430.17,SELENON,protein_coding,chr1,25799176,+,3
ENSG00000255054.3,AL020996.2,protein_coding,chr1,25810470,+,4
ENSG00000228172.5,AL020996.1,lncRNA,chr1,25819798,-,2
ENSG00000117640.18,MTFR1L,protein_coding,chr1,25817640,+,3
ENSG00000272478.1,AL020996.3,lncRNA,chr1,25831135,-,0
ENSG00000127423.10,AUNIP,protein_coding,chr1,25858459,-,1
ENSG00000236528.1,AL033528.2,lncRNA,chr1,25858613,+,5
ENSG00000182749.5,PAQR7,protein_coding,chr1,25870254,-,0
ENSG00000117632.23,STMN1,protein_coding,chr1,25905992,-,1
ENSG00000158006.14,PAFAH2,protein_coding,chr1,25997118,-,3
ENSG00000158008.10,EXTL1,protein_coding,chr1,26018884,+,3
ENSG00000158014.15,SLC30A2,protein_coding,chr1,26045119,-,0
ENSG00000284309.1,AL391650.2,lncRNA,chr1,26045665,+,0
ENSG00000158022.6,TRIM63,protein_coding,chr1,26067437,-,0
ENSG00000175087.10,PDIK1L,protein_coding,chr1,26110165,+,4
ENSG00000197245.6,FAM110D,protein_coding,chr1,26158079,+,0
ENSG00000282872.1,C1orf232,protein_coding,chr1,26167582,-,1
ENSG00000236782.7,AL391650.1,protein_coding,chr1,26170832,-,0
ENSG00000142684.9,ZNF593,protein_coding,chr1,26168908,+,7
ENSG00000142675.18,CNKSR1,protein_coding,chr1,26176484,+,2
ENSG00000188782.8,CATSPER4,protein_coding,chr1,26189561,+,2
ENSG00000130695.15,CEP85,protein_coding,chr1,26233200,+,5
ENSG00000142669.15,SH3BGRL3,protein_coding,chr1,26279086,+,7
ENSG00000158062.20,UBXN11,protein_coding,chr1,26317364,-,0
ENSG00000169442.9,CD52,protein_coding,chr1,26316958,+,0
ENSG00000176092.15,CRYBG2,protein_coding,chr1,26359081,-,0
ENSG00000176083.17,ZNF683,protein_coding,chr1,26373523,-,0
ENSG00000131914.11,LIN28A,protein_coding,chr1,26409817,+,0
ENSG00000117682.17,DHDDS,protein_coding,chr1,26431282,+,6
ENSG00000225891.2,AL513365.2,lncRNA,chr1,26467015,-,0
ENSG00000198830.11,HMGN2,protein_coding,chr1,26471440,+,6
ENSG00000117676.14,RPS6KA1,protein_coding,chr1,26528761,+,0
ENSG00000260063.1,AL512408.1,lncRNA,chr1,26693132,-,2
ENSG00000117713.20,ARID1A,protein_coding,chr1,26692236,+,6
ENSG00000060642.10,PIGV,protein_coding,chr1,26786472,+,5
ENSG00000204160.12,ZDHHC18,protein_coding,chr1,26825688,+,3
ENSG00000175793.12,SFN,protein_coding,chr1,26862149,+,4
ENSG00000142751.15,GPN2,protein_coding,chr1,26889284,-,2
ENSG00000226698.1,AL034380.1,lncRNA,chr1,26875133,+,0
ENSG00000198746.13,GPATCH3,protein_coding,chr1,26899468,-,1
ENSG00000090273.14,NUDC,protein_coding,chr1,26899238,+,5
ENSG00000131910.5,NR0B2,protein_coding,chr1,26912976,-,3
ENSG00000175707.9,KDF1,protein_coding,chr1,26959469,-,2
ENSG00000253368.4,TRNP1,protein_coding,chr1,26992692,+,5
ENSG00000158246.8,TENT5B,protein_coding,chr1,27011851,-,1
ENSG00000090020.11,SLC9A1,protein_coding,chr1,27165982,-,0
ENSG00000224311.1,AL590640.1,lncRNA,chr1,27233353,-,1
ENSG00000142784.16,WDTC1,protein_coding,chr1,27233632,+,5
ENSG00000186501.14,TMEM222,protein_coding,chr1,27321145,+,6
ENSG00000142765.18,SYTL1,protein_coding,chr1,27341020,+,4
ENSG00000142733.17,MAP3K6,protein_coding,chr1,27365962,-,0
ENSG00000142748.12,FCN3,protein_coding,chr1,27373825,-,0
ENSG00000174950.11,CD164L2,protein_coding,chr1,27382334,-,0
ENSG00000181773.7,GPR3,protein_coding,chr1,27391622,+,6
ENSG00000158195.11,WASF2,protein_coding,chr1,27489168,-,1
ENSG00000241169.1,FO393419.2,lncRNA,chr1,27456198,+,0
ENSG00000237429.1,BX293535.1,lncRNA,chr1,27524805,+,0
ENSG00000126705.14,AHDC1,protein_coding,chr1,27603432,-,1
ENSG00000000938.13,FGR,protein_coding,chr1,27634186,-,0
ENSG00000233975.1,LINC02574,lncRNA,chr1,27661723,-,1
ENSG00000126709.15,IFI6,protein_coding,chr1,27671199,-,0
ENSG00000225886.3,AL445490.1,lncRNA,chr1,27668468,+,2
ENSG00000287244.1,AL020997.5,lncRNA,chr1,27724757,-,3
ENSG00000009780.15,FAM76A,protein_coding,chr1,27724979,+,7
ENSG00000117758.14,STX12,protein_coding,chr1,27772219,+,5
ENSG00000269971.1,AL020997.2,lncRNA,chr1,27772858,+,5
ENSG00000270031.1,AL020997.3,lncRNA,chr1,27818983,+,0
ENSG00000286433.1,AL020997.4,lncRNA,chr1,27830210,-,1
ENSG00000117751.18,PPP1R8,protein_coding,chr1,27829782,+,4
ENSG00000130775.16,THEMIS2,protein_coding,chr1,27871543,+,3
ENSG00000117748.10,RPA2,protein_coding,chr1,27913747,-,2
ENSG00000130768.15,SMPDL3B,protein_coding,chr1,27934000,+,1
ENSG00000227050.1,AL512288.1,lncRNA,chr1,27959194,-,0
ENSG00000158156.7,XKR8,protein_coding,chr1,27958462,+,1
ENSG00000158161.16,EYA3,protein_coding,chr1,28087638,-,1
ENSG00000169403.12,PTAFR,protein_coding,chr1,28192937,-,0
ENSG00000126698.11,DNAJC8,protein_coding,chr1,28232030,-,0
ENSG00000130770.18,ATP5IF1,protein_coding,chr1,28235109,+,0
ENSG00000270605.1,AL353622.1,lncRNA,chr1,28240454,-,0
ENSG00000271398.1,AL353622.2,lncRNA,chr1,28246144,+,0
ENSG00000130766.5,SESN2,protein_coding,chr1,28258518,+,0
ENSG00000130772.14,MED18,protein_coding,chr1,28328002,+,0
ENSG00000204138.13,PHACTR4,protein_coding,chr1,28368582,+,6
ENSG00000180198.16,RCC1,protein_coding,chr1,28504943,+,6
ENSG00000242125.3,SNHG3,lncRNA,chr1,28504980,+,6
ENSG00000180098.9,TRNAU1AP,protein_coding,chr1,28552085,+,5
ENSG00000197989.14,SNHG12,lncRNA,chr1,28582133,-,1
ENSG00000120656.11,TAF12,protein_coding,chr1,28642086,-,2
ENSG00000188060.7,RAB42,protein_coding,chr1,28591200,+,4
ENSG00000229388.1,LINC01715,lncRNA,chr1,28642228,+,6
ENSG00000270103.3,AL360012.1,lncRNA,chr1,28647600,+,5
ENSG00000162419.12,GMEB1,protein_coding,chr1,28667732,+,5
ENSG00000198492.16,YTHDF2,protein_coding,chr1,28735621,+,7
ENSG00000116329.11,OPRD1,protein_coding,chr1,28811142,+,0
ENSG00000233427.1,AL009181.1,lncRNA,chr1,28876337,-,1
ENSG00000159023.21,EPB41,protein_coding,chr1,28886091,+,4
ENSG00000253304.2,TMEM200B,protein_coding,chr1,29122904,-,0
ENSG00000225750.1,AL357500.1,lncRNA,chr1,29145995,-,1
ENSG00000116350.17,SRSF4,protein_coding,chr1,29180901,-,3
ENSG00000116353.16,MECR,protein_coding,chr1,29229943,-,0
ENSG00000237934.1,AL590729.1,lncRNA,chr1,29222933,+,0
ENSG00000060656.20,PTPRU,protein_coding,chr1,29235516,+,5
ENSG00000230523.1,LINC01756,lncRNA,chr1,29349115,-,0
ENSG00000228176.1,AC092265.1,lncRNA,chr1,29708548,-,0
ENSG00000284676.1,AL645944.2,lncRNA,chr1,29754175,+,0
ENSG00000233399.2,LINC01648,lncRNA,chr1,30036613,-,0
ENSG00000233372.1,AL137076.1,lncRNA,chr1,30139263,+,0
ENSG00000236335.1,AL161638.2,lncRNA,chr1,30410639,-,0
ENSG00000231949.1,AL161638.1,lncRNA,chr1,30414825,+,0
ENSG00000162510.6,MATN1,protein_coding,chr1,30722586,-,0
ENSG00000186056.10,MATN1-AS1,lncRNA,chr1,30717504,+,6
ENSG00000287510.1,AL137857.1,lncRNA,chr1,30730693,+,0
ENSG00000162511.8,LAPTM5,protein_coding,chr1,30756775,-,0
ENSG00000229607.1,AL137027.1,lncRNA,chr1,30814554,-,0
ENSG00000223382.5,LINC01778,lncRNA,chr1,30823217,+,2
ENSG00000235143.1,AL445235.1,lncRNA,chr1,30857158,+,0
ENSG00000162512.16,SDC3,protein_coding,chr1,30907759,-,0
ENSG00000134644.15,PUM1,protein_coding,chr1,31064992,-,1
ENSG00000084628.10,NKAIN1,protein_coding,chr1,31238888,-,0
ENSG00000060688.13,SNRNP40,protein_coding,chr1,31295789,-,1
ENSG00000121766.15,ZCCHC17,protein_coding,chr1,31295982,+,4
ENSG00000229044.1,AL451070.1,lncRNA,chr1,31345800,-,0
ENSG00000121769.8,FABP3,protein_coding,chr1,31375851,-,0
ENSG00000168528.12,SERINC2,protein_coding,chr1,31408565,+,1
ENSG00000284543.1,LINC01226,lncRNA,chr1,31505226,+,1
ENSG00000229167.2,AC114488.1,lncRNA,chr1,31576899,-,0
ENSG00000142910.16,TINAGL1,protein_coding,chr1,31575485,+,4
ENSG00000121764.11,HCRTR1,protein_coding,chr1,31616686,+,3
ENSG00000162517.13,PEF1,protein_coding,chr1,31643897,-,2
ENSG00000235790.7,AC114488.2,lncRNA,chr1,31643049,+,6
ENSG00000264078.1,AC114488.3,lncRNA,chr1,31643694,+,6
ENSG00000084636.18,COL16A1,protein_coding,chr1,31703320,-,2
ENSG00000121753.12,ADGRB2,protein_coding,chr1,31763894,-,1
ENSG00000254545.1,AL354919.2,lncRNA,chr1,31788130,+,5
ENSG00000134668.12,SPOCD1,protein_coding,chr1,31815052,-,1
ENSG00000203620.2,AL354919.1,lncRNA,chr1,31854569,-,0
ENSG00000269967.1,AL136115.2,lncRNA,chr1,31920842,-,0
ENSG00000184007.21,PTP4A2,protein_coding,chr1,31943857,-,0
ENSG00000228634.1,AL136115.1,lncRNA,chr1,31932020,+,0
ENSG00000284702.1,AL136115.3,lncRNA,chr1,31986035,-,0
ENSG00000121774.18,KHDRBS1,protein_coding,chr1,32012868,+,5
ENSG00000203325.3,AL445248.1,lncRNA,chr1,32072475,-,1
ENSG00000121775.18,TMEM39B,protein_coding,chr1,32071031,+,4
ENSG00000025800.14,KPNA6,protein_coding,chr1,32107056,+,4
ENSG00000250135.1,AL049795.2,lncRNA,chr1,32169733,+,0
ENSG00000084652.16,TXLNA,protein_coding,chr1,32178675,+,6
ENSG00000160050.14,CCDC28B,protein_coding,chr1,32199386,+,2
ENSG00000224066.1,AL049795.1,lncRNA,chr1,32205815,-,0
ENSG00000160051.11,IQCC,protein_coding,chr1,32204661,+,4
ENSG00000222046.2,DCDC2B,protein_coding,chr1,32208094,+,0
ENSG00000160055.19,TMEM234,protein_coding,chr1,32221360,-,1
ENSG00000084623.11,EIF3I,protein_coding,chr1,32220928,+,5
ENSG00000183615.6,FAM167B,protein_coding,chr1,32246222,+,5
ENSG00000182866.17,LCK,protein_coding,chr1,32250239,+,5
ENSG00000116478.12,HDAC1,protein_coding,chr1,32291083,+,6
ENSG00000175130.7,MARCKSL1,protein_coding,chr1,32335234,-,2
ENSG00000233775.1,AL109945.1,lncRNA,chr1,32349664,-,2
ENSG00000162526.7,TSSK3,protein_coding,chr1,32350521,+,6
ENSG00000225828.1,FAM229A,protein_coding,chr1,32363279,-,0
ENSG00000160058.18,BSDC1,protein_coding,chr1,32393732,-,1
ENSG00000254553.1,AL033529.1,protein_coding,chr1,32464057,+,0
ENSG00000273274.2,ZBTB8B,protein_coding,chr1,32464072,+,0
ENSG00000160062.15,ZBTB8A,protein_coding,chr1,32538427,+,1
ENSG00000176261.15,ZBTB8OS,protein_coding,chr1,32649904,-,2
ENSG00000162521.19,RBBP4,protein_coding,chr1,32650142,+,6
ENSG00000162520.15,SYNC,protein_coding,chr1,32702597,-,0
ENSG00000224409.1,AC114489.1,lncRNA,chr1,32724238,-,0
ENSG00000162522.11,KIAA1522,protein_coding,chr1,32740830,+,5
ENSG00000134684.10,YARS,protein_coding,chr1,32817154,-,2
ENSG00000116497.18,S100PBP,protein_coding,chr1,32815767,+,6
ENSG00000160097.18,FNDC5,protein_coding,chr1,32871483,-,1
ENSG00000121905.10,HPCA,protein_coding,chr1,32884994,+,6
ENSG00000121900.19,TMEM54,protein_coding,chr1,32900439,-,0
ENSG00000287691.1,AL031602.2,lncRNA,chr1,32924454,+,2
ENSG00000116514.16,RNF19B,protein_coding,chr1,32963686,-,1
ENSG00000236065.2,AL020995.1,lncRNA,chr1,32986075,+,0
ENSG00000004455.17,AK2,protein_coding,chr1,33079997,-,1
ENSG00000142920.17,AZIN2,protein_coding,chr1,33080104,+,5
ENSG00000116525.14,TRIM62,protein_coding,chr1,33181060,-,2
ENSG00000284721.1,AL662907.3,lncRNA,chr1,33193788,+,0
ENSG00000160094.15,ZNF362,protein_coding,chr1,33255492,+,5
ENSG00000270115.1,AL513327.3,lncRNA,chr1,33260212,+,0
ENSG00000184389.9,A3GALT2,protein_coding,chr1,33320099,-,0
ENSG00000225313.5,AL513327.1,lncRNA,chr1,33306348,+,0
ENSG00000134686.18,PHC2,protein_coding,chr1,33430053,-,0
ENSG00000233246.1,AL513327.2,lncRNA,chr1,33349352,+,3
ENSG00000121903.14,ZSCAN20,protein_coding,chr1,33471645,+,7
ENSG00000121904.17,CSMD2,protein_coding,chr1,34164843,-,0
ENSG00000176256.10,HMGB4,protein_coding,chr1,33859475,+,0
ENSG00000231163.6,CSMD2-AS1,lncRNA,chr1,33867953,+,0
ENSG00000142698.15,C1orf94,protein_coding,chr1,34165883,+,0
ENSG00000287703.1,AC099565.1,lncRNA,chr1,34684733,-,0
ENSG00000163866.9,SMIM12,protein_coding,chr1,34858756,-,2
ENSG00000189280.3,GJB5,protein_coding,chr1,34754047,+,0
ENSG00000189433.7,GJB4,protein_coding,chr1,34758740,+,1
ENSG00000255811.1,AL121988.1,lncRNA,chr1,34787098,-,1
ENSG00000188910.8,GJB3,protein_coding,chr1,34780214,+,1
ENSG00000187513.9,GJA4,protein_coding,chr1,34791999,+,0
ENSG00000230163.1,AL122010.1,lncRNA,chr1,34849694,+,0
ENSG00000116544.12,DLGAP3,protein_coding,chr1,34928651,-,0
ENSG00000284773.1,AC114490.3,protein_coding,chr1,34984314,-,1
ENSG00000271741.1,AC114490.2,protein_coding,chr1,35030742,-,1
ENSG00000243749.1,TMEM35B,protein_coding,chr1,34984354,-,1
ENSG00000163867.17,ZMYM6,protein_coding,chr1,35030946,-,1
ENSG00000197056.11,ZMYM1,protein_coding,chr1,35031172,+,4
